Anon Period,Orders cons. (anon),month,quarter,year,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,TGL Biz Desc_SSI,TGL Business Unit_SSI027,TGL Business Unit_SSI037,TGL Business Unit_SSI047,TGL Business Unit_SSI070,TGL Business Segment_SSI02710,TGL Business Segment_SSI02780,TGL Business Segment_SSI02782,TGL Business Segment_SSI02784,TGL Business Segment_SSI02786,TGL Business Segment_SSI02792,TGL Business Segment_SSI02793,TGL Business Segment_SSI02796,TGL Business Segment_SSI02798,TGL Business Segment_SSI02799,TGL Business Segment_SSI03781,TGL Business Segment_SSI03782,TGL Business Segment_SSI03784,TGL Business Segment_SSI03798,TGL Business Segment_SSI03799,TGL Business Segment_SSI04781,TGL Business Segment_SSI04783,TGL Business Segment_SSI04784,TGL Business Segment_SSI04799,TGL Business Segment_SSI07081,TGL Business Segment_SSI07082,TGL Business Segment_SSI07083,TGL Business Segment_SSI07098,TGL Business Segment_SSI07099
36,14340143,3,1,2024,12109930.0,65598922.0,1860068.0,66466861.0,56653688.0,26522973.333333332,34226630.58065663,44775053.666666664,31159277.65926949,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,12738530,3,1,2024,17931280.0,12109930.0,65598922.0,77039407.0,12014165.0,31880044.0,29346108.4155939,36685790.166666664,30698337.07770971,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,22940357,3,1,2024,12944668.0,17931280.0,12109930.0,45575134.0,18235483.0,14328626.0,3147782.356667855,26003333.666666668,24341227.272420708,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,36099299,3,1,2024,22896256.0,12944668.0,17931280.0,1860068.0,10829087.0,17924068.0,4975797.919946688,22223520.666666668,22375671.480816867,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,71648263,3,1,2024,47281346.0,22896256.0,12944668.0,65598922.0,22829529.0,27707423.333333332,17666702.079078715,29793733.666666668,21784072.290658884,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,85068518,3,1,2024,67404234.0,47281346.0,22896256.0,12109930.0,38158081.0,45860612.0,22287976.36027535,30094619.0,22381796.441119585,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,43772926,3,1,2024,77739206.0,67404234.0,47281346.0,17931280.0,66466861.0,64141595.333333336,15488832.016870359,41032831.666666664,27325499.862161905,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,2517035,3,1,2024,45306203.0,77739206.0,67404234.0,12944668.0,77039407.0,63483214.333333336,16568214.065471848,45595318.833333336,24872060.597602073,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,68779258,4,2,2024,2250188.0,45306203.0,77739206.0,22896256.0,45575134.0,41765199.0,37868878.93306451,43812905.5,27881070.19189692,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,11119318,4,2,2024,39178403.0,2250188.0,45306203.0,47281346.0,1860068.0,28911598.0,23291856.315053068,46526596.666666664,26178456.959323645,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,15016603,4,2,2024,12806307.0,39178403.0,2250188.0,67404234.0,65598922.0,18078299.333333332,19020218.009886257,40780756.833333336,29546432.204791237,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,13727778,4,2,2024,17172156.0,12806307.0,39178403.0,77739206.0,12109930.0,23052288.666666668,14135198.335768275,32408743.833333332,27542589.4461369,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,31073783,4,2,2024,15147376.0,17172156.0,12806307.0,45306203.0,17931280.0,15041946.333333334,2184833.159227752,21976772.166666668,16632011.237980096,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,43420395,4,2,2024,20702934.0,15147376.0,17172156.0,2250188.0,12944668.0,17674155.333333332,2811593.6176557373,17876227.333333332,12162174.987953385,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,81039744,4,2,2024,25453184.0,20702934.0,15147376.0,39178403.0,22896256.0,20434498.0,5158145.310844733,21743393.333333332,9623926.766557625,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,95751466,4,2,2024,70038028.0,25453184.0,20702934.0,12806307.0,47281346.0,38731382.0,27216186.022156302,26886664.166666668,21599873.140184216,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,51761927,4,2,2024,67534597.0,70038028.0,25453184.0,17172156.0,67404234.0,54341936.333333336,25049686.629286412,36008045.833333336,25642047.35581196,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,6350394,4,2,2024,44426146.0,67534597.0,70038028.0,15147376.0,77739206.0,60666257.0,14119939.647965498,40550377.5,23999374.849237476,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,68045385,5,2,2024,1466387.0,44426146.0,67534597.0,20702934.0,45306203.0,37809043.333333336,33527475.731509145,38270212.666666664,27316298.73889627,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,15120648,5,2,2024,40455216.0,1466387.0,44426146.0,25453184.0,2250188.0,28782583.0,23739692.377936166,41562259.666666664,25930832.624797188,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,20699236,5,2,2024,12484441.0,40455216.0,1466387.0,70038028.0,39178403.0,18135348.0,20099297.47876277,39400802.5,28000093.714676667,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,14284502,5,2,2024,16558856.0,12484441.0,40455216.0,67534597.0,12806307.0,23166171.0,15110708.856869617,30487607.166666668,24602726.952203747,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,32193278,5,2,2024,13121653.0,16558856.0,12484441.0,44426146.0,17172156.0,14054983.333333334,2191698.7775235646,21418783.166666668,17100329.607193384,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,26016069,5,2,2024,22787931.0,13121653.0,16558856.0,1466387.0,15147376.0,17489480.0,4899875.341817921,17812414.0,13088978.517977966,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,52217066,5,2,2024,27030734.0,22787931.0,13121653.0,40455216.0,20702934.0,20980106.0,7128590.813696045,22073138.5,10634556.676878562,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,110121047,5,2,2024,60499131.0,27030734.0,22787931.0,12484441.0,25453184.0,36772598.666666664,20656998.735240813,25413791.0,18095111.772013035,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,47197121,5,2,2024,84136994.0,60499131.0,27030734.0,16558856.0,70038028.0,57222286.333333336,28693806.231031854,37355883.166666664,28505194.044110496,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,-2834090,5,2,2024,50340952.0,84136994.0,60499131.0,13121653.0,67534597.0,64992359.0,17340269.234110404,42986232.5,26864925.49554192,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,53773381,6,2,2024,2443189.0,50340952.0,84136994.0,22787931.0,44426146.0,45640378.333333336,41049250.765895,41206488.5,29466799.774332292,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,22192878,6,2,2024,57050759.0,2443189.0,50340952.0,27030734.0,1466387.0,36611633.333333336,29780317.637902893,46916959.833333336,28487197.808511738,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,14185022,6,2,2024,10742142.0,57050759.0,2443189.0,60499131.0,40455216.0,23412030.0,29426029.66381356,44202194.5,31389609.610176697,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,10687738,6,2,2024,15090205.0,10742142.0,57050759.0,84136994.0,12484441.0,27627702.0,25573690.100998957,36634040.166666664,32139676.385056067,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,22690244,6,2,2024,10088419.0,15090205.0,10742142.0,50340952.0,16558856.0,11973588.666666666,2718788.6028677807,24292611.0,23233889.59110349,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,40923676,6,2,2024,18775254.0,10088419.0,15090205.0,2443189.0,13121653.0,14651292.666666666,4360018.188789126,19031661.333333332,19416115.670750957,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,86374215,6,2,2024,40275763.0,18775254.0,10088419.0,57050759.0,22787931.0,23046478.666666668,15540317.067500355,25337090.333333332,19091943.697411016,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,101885289,6,2,2024,61690697.0,40275763.0,18775254.0,10742142.0,27030734.0,40247238.0,21457735.71997486,26110413.333333332,20662774.92171457,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,55495529,6,2,2024,61580231.0,61690697.0,40275763.0,15090205.0,60499131.0,54515563.666666664,12332152.81100971,34583428.166666664,23349191.23508771,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,-4001845,6,2,2024,44220892.0,61580231.0,61690697.0,10088419.0,84136994.0,55830606.666666664,10054459.541186482,39438542.666666664,21435418.33288149,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,56034828,7,3,2024,2542324.0,44220892.0,61580231.0,18775254.0,50340952.0,36114482.333333336,30342281.127134062,38180860.166666664,23612693.182071283,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,10098132,7,3,2024,51844188.0,2542324.0,44220892.0,40275763.0,2443189.0,32869134.666666668,26538938.26785074,43692349.166666664,21980201.57940241,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,15134959,7,3,2024,12510954.0,51844188.0,2542324.0,61690697.0,57050759.0,22299155.333333332,26067702.47787533,39064881.0,25486356.66806971,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,21707480,7,3,2024,16427737.0,12510954.0,51844188.0,61580231.0,10742142.0,26927626.333333332,21667062.127429206,31521054.333333332,24111527.098924786,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,22023415,7,3,2024,13668930.0,16427737.0,12510954.0,44220892.0,15090205.0,14202540.333333334,2012176.0007896603,23535837.5,19694622.663527917,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,38221388,7,3,2024,24044615.0,13668930.0,16427737.0,2542324.0,10088419.0,18047094.0,5374053.184040412,20173124.666666668,16993711.534408756,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,128044343,7,3,2024,30229102.0,24044615.0,13668930.0,51844188.0,18775254.0,22647549.0,8368014.652452832,24787587.666666668,14875813.21396616,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,92710943,7,3,2024,58973285.0,30229102.0,24044615.0,12510954.0,40275763.0,37749000.666666664,18639062.582649644,25975770.5,17519022.254566737,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,50239229,7,3,2024,79787465.0,58973285.0,30229102.0,16427737.0,61690697.0,56329950.666666664,24884699.07610461,37188522.333333336,26437182.3888521,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,1852397,7,3,2024,52329200.0,79787465.0,58973285.0,13668930.0,61580231.0,63696650.0,14325561.486202944,43172099.5,24811423.988153435,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,42856617,8,3,2024,1277092.0,52329200.0,79787465.0,24044615.0,44220892.0,44464585.666666664,39841671.47734694,41106793.166666664,28061345.309788216,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,16840917,8,3,2024,51587927.0,1277092.0,52329200.0,30229102.0,2542324.0,35064739.666666664,29263308.46897254,45697345.166666664,26942504.48502814,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,16022026,8,3,2024,12559839.0,51587927.0,1277092.0,58973285.0,51844188.0,21808286.0,26399722.698035404,42752468.0,29786865.221943114,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,10366035,8,3,2024,15020540.0,12559839.0,51587927.0,79787465.0,12510954.0,26389435.333333332,21857189.871050563,35427010.5,30398215.933488205,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,24666168,8,3,2024,13322792.0,15020540.0,12559839.0,52329200.0,16427737.0,13634390.333333334,1259596.163004019,24349565.0,21930551.37889257,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,29829402,8,3,2024,23792776.0,13322792.0,15020540.0,1277092.0,13668930.0,17378702.666666668,5619238.348024732,19593494.333333332,17242240.046180595,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,94550386,8,3,2024,28132641.0,23792776.0,13322792.0,51587927.0,24044615.0,21749403.0,7613437.906987205,24069419.166666668,14857302.72779668,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,91832656,8,3,2024,64790295.0,28132641.0,23792776.0,12559839.0,30229102.0,38905237.333333336,22521895.232407827,26269813.833333332,19877465.919240937,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,42853364,8,3,2024,73684252.0,64790295.0,28132641.0,15020540.0,58973285.0,55535729.333333336,24144824.60969265,36457216.0,26126748.04161634,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,1772900,8,3,2024,51489496.0,73684252.0,64790295.0,13322792.0,79787465.0,63321347.666666664,11170056.095471075,42535375.333333336,24322043.725524448,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,68535439,9,3,2024,2241560.0,51489496.0,73684252.0,23792776.0,52329200.0,42471769.333333336,36565066.740370564,40688503.333333336,27230717.827244792,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,21788028,9,3,2024,67813250.0,2241560.0,51489496.0,28132641.0,1277092.0,40514768.666666664,34135686.78662829,48025249.0,27694328.75041213,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,24708779,9,3,2024,14737147.0,67813250.0,2241560.0,64790295.0,51587927.0,28263985.666666668,34815846.328928284,45792666.666666664,30057792.876888305,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,11747233,9,3,2024,20242960.0,14737147.0,67813250.0,73684252.0,12559839.0,34264452.333333336,29184239.973947402,38368110.833333336,29928207.482831728,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,26450523,9,3,2024,15202106.0,20242960.0,14737147.0,51489496.0,15020540.0,16727404.333333334,3053423.5624944046,28621086.5,25289899.44062123,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,43312847,9,3,2024,26181856.0,15202106.0,20242960.0,2241560.0,13322792.0,20542307.333333332,5495992.552315489,24403146.5,22689797.94486725,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,86675618,9,3,2024,35897016.0,26181856.0,15202106.0,67813250.0,23792776.0,25760326.0,10353892.535307793,30012389.166666668,20131200.431267057,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,122219680,9,3,2024,85744977.0,35897016.0,26181856.0,14737147.0,28132641.0,49274616.333333336,31955617.48462959,33001010.333333332,27018331.85824516,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,45102501,9,3,2024,85343287.0,85744977.0,35897016.0,20242960.0,64790295.0,68995093.33333333,28664479.431633074,44768700.333333336,32327156.810291633,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,1373662,9,3,2024,51363283.0,85343287.0,85744977.0,15202106.0,73684252.0,74150515.66666667,19735344.38938502,49955420.833333336,30019292.135440532,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,46458666,4,2,2021,,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,39333833,4,2,2021,37128900.0,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,4479776,4,2,2021,24262593.0,37128900.0,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,32138365,4,2,2021,234684.0,24262593.0,37128900.0,,,20542059.0,18726387.091415446,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,29150015,4,2,2021,14073028.0,234684.0,24262593.0,,,12856768.333333334,12060040.149628041,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,69558061,4,2,2021,22146185.0,14073028.0,234684.0,,,12151299.0,11081437.216369139,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,24779361,4,2,2021,30136309.0,22146185.0,14073028.0,37128900.0,,22118507.333333332,8031676.267203774,21330283.166666668,12915870.689495886,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,169779388,4,2,2021,15320109.0,30136309.0,22146185.0,24262593.0,,22534201.0,7415717.289796856,17695484.666666668,10405324.763720402,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,131781096,4,2,2021,83317251.0,15320109.0,30136309.0,234684.0,,42924556.333333336,35756919.36445199,27537927.666666668,29062694.702273685,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1778,4,2,2021,117079374.0,83317251.0,15320109.0,14073028.0,,71905578.0,51830557.72253713,47012042.666666664,42941722.56286961,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,9072426,4,2,2021,2141.0,117079374.0,83317251.0,22146185.0,,66799588.666666664,60261052.91523362,44666894.833333336,45413459.54817797,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,93436199,4,2,2021,331172.0,2141.0,117079374.0,30136309.0,,39137562.333333336,67499789.40531106,41031059.333333336,48355081.82131136,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,58589798,5,2,2021,62007644.0,331172.0,2141.0,15320109.0,37128900.0,20780319.0,35704289.80306792,46342948.5,48668458.38952996,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,31673028,5,2,2021,52876684.0,62007644.0,331172.0,83317251.0,24262593.0,38405166.666666664,33287616.466764662,52602377.666666664,46234802.082529,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,3191685,5,2,2021,32711599.0,52876684.0,62007644.0,117079374.0,234684.0,49198642.333333336,14990348.763014438,44168102.333333336,44076529.46352719,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,22118510,5,2,2021,4515762.0,32711599.0,52876684.0,2141.0,14073028.0,30034681.666666668,24291338.147159517,25407500.333333332,27778393.33435793,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,90753361,5,2,2021,9889881.0,4515762.0,32711599.0,331172.0,22146185.0,15705747.333333334,14970622.296285603,27055457.0,26219326.234892808,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,46152265,5,2,2021,44869400.0,9889881.0,4515762.0,62007644.0,30136309.0,19758347.666666668,21912188.405590516,34478495.0,23280058.15546022,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,25185295,5,2,2021,35720578.0,44869400.0,9889881.0,52876684.0,15320109.0,30159953.0,18140620.17023701,30097317.333333332,19174597.558443543,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,136089982,5,2,2021,22018334.0,35720578.0,44869400.0,32711599.0,83317251.0,34202770.666666664,11500895.993788049,24954259.0,15658800.014603693,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,142857770,5,2,2021,79593845.0,22018334.0,35720578.0,4515762.0,117079374.0,45777585.666666664,30076442.926870935,32767966.666666668,27513538.336105753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,0,5,2,2021,126660378.0,79593845.0,22018334.0,9889881.0,2141.0,76090852.33333333,52408897.730648026,53125402.666666664,43164848.18311739,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,1013981,5,2,2021,1961.0,126660378.0,79593845.0,44869400.0,331172.0,68752061.33333333,64021456.20057835,51477416.0,45282480.39531344,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,123268789,5,2,2021,2937699.0,1961.0,126660378.0,35720578.0,62007644.0,43200012.666666664,72293700.10990766,44488799.166666664,49541717.39712838,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,109012000,6,2,2021,110386350.0,2937699.0,1961.0,22018334.0,52876684.0,37775336.666666664,62900111.9424385,56933094.5,55871909.5765117,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,32778273,6,2,2021,77392874.0,110386350.0,2937699.0,79593845.0,32711599.0,63572307.666666664,55041431.58349444,66162184.5,53473090.170060605,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,3457081,6,2,2021,29193156.0,77392874.0,110386350.0,126660378.0,4515762.0,72324126.66666667,40833232.025242485,57762069.666666664,54881298.91109465,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,22211996,6,2,2021,5914466.0,29193156.0,77392874.0,1961.0,9889881.0,37500165.333333336,36456076.38791757,37637751.0,45980545.35309468,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,183647077,6,2,2021,18851848.0,5914466.0,29193156.0,2937699.0,44869400.0,17986490.0,11663446.548089795,40779398.833333336,43470197.86195864,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,39549054,6,2,2021,59428895.0,18851848.0,5914466.0,110386350.0,35720578.0,28065069.666666668,27921517.113301024,50194598.166666664,39578337.76414865,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,20423426,6,2,2021,47851965.0,59428895.0,18851848.0,77392874.0,22018334.0,42044236.0,20902666.64598401,39772200.666666664,26694219.69028172,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,194861292,6,2,2021,21368570.0,47851965.0,59428895.0,29193156.0,79593845.0,42883143.333333336,19510611.890526596,30434816.666666668,19814968.8076771,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,145040365,6,2,2021,109662448.0,21368570.0,47851965.0,5914466.0,126660378.0,59627661.0,45309518.70504731,43846365.333333336,37840250.96083615,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,2536,6,2,2021,120915065.0,109662448.0,21368570.0,18851848.0,1961.0,83982027.66666667,54515953.24369523,63013131.833333336,43487903.644068435,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,2654651,6,2,2021,2000.0,120915065.0,109662448.0,59428895.0,2937699.0,76859837.66666667,66798209.22325639,59871490.5,47784836.716859326,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,197030993,6,2,2021,4251230.0,2000.0,120915065.0,47851965.0,110386350.0,41722765.0,68615444.8602188,50675213.0,52920584.7822069,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
