Anon Period,Orders cons. (anon),month,quarter,year,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,TGL Biz Desc_SSI,TGL Business Unit_SSI027,TGL Business Unit_SSI037,TGL Business Unit_SSI047,TGL Business Unit_SSI070,TGL Business Segment_SSI02710,TGL Business Segment_SSI02780,TGL Business Segment_SSI02782,TGL Business Segment_SSI02784,TGL Business Segment_SSI02786,TGL Business Segment_SSI02792,TGL Business Segment_SSI02793,TGL Business Segment_SSI02796,TGL Business Segment_SSI02798,TGL Business Segment_SSI02799,TGL Business Segment_SSI03781,TGL Business Segment_SSI03782,TGL Business Segment_SSI03784,TGL Business Segment_SSI03798,TGL Business Segment_SSI03799,TGL Business Segment_SSI04781,TGL Business Segment_SSI04783,TGL Business Segment_SSI04784,TGL Business Segment_SSI04799,TGL Business Segment_SSI07081,TGL Business Segment_SSI07082,TGL Business Segment_SSI07083,TGL Business Segment_SSI07098,TGL Business Segment_SSI07099
1,0,4,2,2021,,,,,,,,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,4,2,2021,-390277.0,,,,,,,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,5,2,2021,0.0,-390277.0,,,,,,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,5,2,2021,334.0,0.0,-390277.0,,,-129981.0,225423.01036274002,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0,6,2,2021,0.0,334.0,0.0,,,111.33333333333333,192.834989909335,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0,6,2,2021,334.0,0.0,334.0,,,222.66666666666666,192.834989909335,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,7,3,2021,0.0,334.0,0.0,-390277.0,,111.33333333333333,192.834989909335,-64934.833333333336,159384.54401906938,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,7,3,2021,1811758.0,0.0,334.0,0.0,,604030.6666666666,1045922.5648437524,302071.0,739592.5823627493,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0,8,3,2021,0.0,1811758.0,0.0,334.0,,603919.3333333334,1046018.9690064581,302071.0,739592.5823627493,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0,8,3,2021,80112.0,0.0,1811758.0,0.0,,630623.3333333334,1023676.6133586004,315367.3333333333,733777.3184095204,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,0,9,3,2021,0.0,80112.0,0.0,334.0,,26704.0,46252.684765320584,315367.3333333333,733777.3184095204,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,0,9,3,2021,38468.0,0.0,80112.0,0.0,,39526.666666666664,40066.49120316696,321723.0,730661.4315478818,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,0,10,4,2021,0.0,38468.0,0.0,1811758.0,-390277.0,12822.666666666666,22209.51015518913,321723.0,730661.4315478818,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,0,10,4,2021,334.0,0.0,38468.0,0.0,0.0,12934.0,22113.723250509305,19819.0,33289.8619943069,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,0,11,4,2021,0.0,334.0,0.0,80112.0,334.0,111.33333333333333,192.83499020217099,19819.0,33289.8619943069,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,0,12,4,2021,334.0,0.0,334.0,0.0,0.0,222.66666666666666,192.83499020223712,6522.666666666667,15650.808626606566,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,0,12,4,2021,-37173.0,334.0,0.0,38468.0,334.0,-12279.666666666666,21558.905870508443,327.1666666666667,23921.537729975913,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,0,1,1,2022,0.0,-37173.0,334.0,0.0,0.0,-12279.666666666666,21558.905870508443,-6084.166666666667,15231.234597584647,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,0,1,1,2022,38094.0,0.0,-37173.0,334.0,1811758.0,307.0,37634.43913492153,264.8333333333333,23802.466497543086,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,0,2,1,2022,0.0,38094.0,0.0,0.0,0.0,12698.0,21993.581154512234,209.16666666666666,23802.66294696165,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,0,2,1,2022,334.0,0.0,38094.0,334.0,80112.0,12809.333333333334,21897.800467933965,264.8333333333333,23802.466497543086,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,0,3,1,2022,0.0,334.0,0.0,-37173.0,0.0,111.33333333333333,192.83499020201748,209.16666666666666,23802.66294696165,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,0,3,1,2022,334.0,0.0,334.0,0.0,38468.0,222.66666666666666,192.83499020208154,6460.333333333333,15498.132192837384,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,0,4,2,2022,0.0,334.0,0.0,38094.0,0.0,111.33333333333333,192.83499020201745,6460.333333333333,15498.132192837384,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,0,4,2,2022,334.0,0.0,334.0,0.0,334.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,0,5,2,2022,0.0,334.0,0.0,334.0,0.0,111.33333333333333,192.83499020201745,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,0,5,2,2022,334.0,0.0,334.0,0.0,334.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,0,6,2,2022,0.0,334.0,0.0,334.0,-37173.0,111.33333333333333,192.83499020201745,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,0,7,3,2022,334.0,0.0,334.0,0.0,0.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,0,7,3,2022,334.0,334.0,0.0,334.0,38094.0,222.66666666666666,192.83499020208154,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,0,8,3,2022,0.0,334.0,334.0,0.0,0.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,0,8,3,2022,334.0,0.0,334.0,334.0,334.0,222.66666666666666,192.83499020208154,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,0,9,3,2022,0.0,334.0,0.0,0.0,0.0,111.33333333333333,192.83499020201745,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,0,9,3,2022,334.0,0.0,334.0,334.0,334.0,222.66666666666666,192.83499020208154,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,0,10,4,2022,0.0,334.0,0.0,334.0,0.0,111.33333333333333,192.83499020201742,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,0,10,4,2022,334.0,0.0,334.0,0.0,334.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,0,11,4,2022,0.0,334.0,0.0,334.0,0.0,111.33333333333333,192.83499020201742,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,0,11,4,2022,334.0,0.0,334.0,0.0,334.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,0,12,4,2022,0.0,334.0,0.0,334.0,0.0,111.33333333333333,192.83499020201742,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,0,12,4,2022,334.0,0.0,334.0,0.0,334.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,0,1,1,2023,0.0,334.0,0.0,334.0,334.0,111.33333333333333,192.83499020201742,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,0,1,1,2023,334.0,0.0,334.0,0.0,0.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,0,2,1,2023,0.0,334.0,0.0,334.0,334.0,111.33333333333333,192.83499020201742,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,0,3,1,2023,334.0,0.0,334.0,0.0,0.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,0,3,1,2023,334.0,334.0,0.0,334.0,334.0,222.66666666666666,192.83499020208154,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,0,4,2,2023,0.0,334.0,334.0,0.0,0.0,222.66666666666666,192.83499020208154,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,0,4,2,2023,334.0,0.0,334.0,334.0,334.0,222.66666666666666,192.83499020208154,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,0,5,2,2023,0.0,334.0,0.0,0.0,0.0,111.33333333333333,192.83499020201745,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,0,6,2,2023,334.0,0.0,334.0,334.0,334.0,222.66666666666666,192.83499020208157,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,0,6,2,2023,334.0,334.0,0.0,334.0,0.0,222.66666666666666,192.83499020208157,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,0,7,3,2023,0.0,334.0,334.0,0.0,334.0,222.66666666666666,192.8349902020816,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,0,7,3,2023,334.0,0.0,334.0,334.0,0.0,222.66666666666666,192.8349902020816,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,0,8,3,2023,0.0,334.0,0.0,0.0,334.0,111.33333333333333,192.8349902020175,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,0,8,3,2023,334.0,0.0,334.0,334.0,0.0,222.66666666666666,192.8349902020816,222.66666666666666,172.47685833474299,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,0,9,3,2023,0.0,334.0,0.0,334.0,334.0,111.33333333333333,192.8349902020175,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,1408682,9,3,2023,334.0,0.0,334.0,0.0,334.0,222.66666666666666,192.8349902020816,167.0,182.93933419126438,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,0,9,3,2023,1385872.0,334.0,0.0,334.0,0.0,462068.6666666667,800037.1721972259,231145.66666666666,565698.0855083979,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,0,10,4,2023,0.0,1385872.0,334.0,0.0,334.0,462068.6666666667,800037.1721972259,231090.0,565725.3564930602,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,398269,10,4,2023,334.0,0.0,1385872.0,334.0,0.0,462068.6666666667,800037.1721972259,231145.66666666666,565698.0855083979,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,0,10,4,2023,572429.0,334.0,0.0,0.0,334.0,190921.0,330395.661952454,326494.8333333333,567225.3743225586,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,0,11,4,2023,0.0,572429.0,334.0,334.0,334.0,190921.0,330395.661952454,326494.8333333333,567225.3743225586,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,483628,11,4,2023,334.0,0.0,572429.0,1385872.0,0.0,190921.0,330395.661952454,326494.8333333333,567225.3743225586,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,0,12,4,2023,620954.0,334.0,0.0,0.0,334.0,207096.0,358411.58046581066,199008.5,308425.9246028129,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,1973518,12,4,2023,334.0,620954.0,334.0,334.0,0.0,207207.33333333334,358315.12406446587,199064.16666666666,308382.8497568675,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0,1,1,2024,2209071.0,334.0,620954.0,572429.0,334.0,943453.0,1139137.3874748384,567187.0,855926.069061575,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,465203,1,1,2024,334.0,2209071.0,334.0,0.0,0.0,736579.6666666666,1275214.9015190864,471837.8333333333,886543.0888610925,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0,1,1,2024,602052.0,334.0,2209071.0,334.0,334.0,937152.3333333334,1141862.0577120222,572179.8333333334,856003.1458457188,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,0,2,1,2024,0.0,602052.0,334.0,620954.0,1385872.0,200795.33333333334,347498.50689942937,572124.1666666666,856047.7807305892,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,316484,2,1,2024,334.0,0.0,602052.0,334.0,0.0,200795.33333333334,347498.50689942937,468687.5,885940.6066408177,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,0,2,1,2024,358252.0,334.0,0.0,2209071.0,334.0,119528.66666666667,206740.53859205433,528340.5,859760.8863770787,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,-4008,3,1,2024,0.0,358252.0,334.0,334.0,572429.0,119528.66666666667,206740.53859205433,160162.0,259576.62909283672,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,1305472,3,1,2024,0.0,0.0,358252.0,602052.0,0.0,119417.33333333333,206836.88863772032,160106.33333333334,259617.79211885075,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,204641,4,2,2024,901661.0,0.0,0.0,0.0,334.0,300553.6666666667,520574.2210677866,210041.16666666666,367867.7522732413,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,0,4,2,2024,210678.0,901661.0,0.0,334.0,620954.0,370779.6666666667,471669.95609465404,245154.16666666666,353587.04531157075,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,140140,4,2,2024,0.0,210678.0,901661.0,358252.0,334.0,370779.6666666667,471669.956094654,245098.5,353633.3202331196,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,2499324,5,2,2024,186923.0,0.0,210678.0,0.0,2209071.0,132533.66666666666,115390.44417252507,216543.66666666666,349562.87820457533,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,108397,5,2,2024,303353.0,186923.0,0.0,0.0,334.0,163425.33333333334,153035.50537810707,267102.5,333550.1629756762,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2447226,6,2,2024,84936.0,303353.0,186923.0,901661.0,602052.0,191737.33333333334,109288.05893752833,281258.5,321532.91909398657,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,0,6,2,2024,1097714.0,84936.0,303353.0,210678.0,0.0,495334.3333333333,532984.4684250498,313934.0,398048.0578970335,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,6009,6,2,2024,0.0,1097714.0,84936.0,0.0,334.0,394216.6666666667,610724.9008590798,278821.0,417781.402215082,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,169977,6,2,2024,6109.0,0.0,1097714.0,186923.0,358252.0,367941.0,632009.3382355988,279839.1666666667,416972.6526060993,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,88373,7,3,2024,172677.0,6109.0,0.0,303353.0,0.0,59595.333333333336,97979.2195944249,277464.8333333333,417647.56824165373,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,0,7,3,2024,618252.0,172677.0,6109.0,84936.0,0.0,265679.3333333333,316491.45109518006,329948.0,440700.8634849723,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,56892,7,3,2024,0.0,618252.0,172677.0,1097714.0,901661.0,263643.0,319006.2597238484,315792.0,451379.81876153935,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,348757,8,3,2024,35769.0,0.0,618252.0,0.0,210678.0,218007.0,347083.41988490225,138801.16666666666,244038.9476566532,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,5638641,9,3,2024,818938.0,35769.0,0.0,6109.0,0.0,284902.3333333333,462834.1228716102,275290.8333333333,354772.8325040783,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,4,2,2021,,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,275293360,4,2,2021,0.0,,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,96388378,4,2,2021,217240039.0,0.0,,,,,,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,5,2,2021,86758077.0,217240039.0,0.0,,,101332705.33333333,109350918.96948777,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,281055434,5,2,2021,0.0,86758077.0,217240039.0,,,101332705.33333333,109350918.96948779,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,110601235,5,2,2021,224104922.0,0.0,86758077.0,,,103620999.66666667,113000100.16280077,,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0,6,2,2021,90481765.0,224104922.0,0.0,0.0,,104862229.0,112742415.81941551,103097467.16666667,99353548.4162587,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,213614728,6,2,2021,0.0,90481765.0,224104922.0,217240039.0,,104862229.0,112742415.81941551,103097467.16666667,99353548.4162587,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,106018428,6,2,2021,200584211.0,0.0,90481765.0,86758077.0,,97021992.0,100451915.62400281,100321495.83333333,95691734.5771793,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,7,3,2021,89198148.0,200584211.0,0.0,0.0,,96594119.66666667,100496426.42051375,100728174.33333333,95627726.67391543,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,222226032,7,3,2021,0.0,89198148.0,200584211.0,224104922.0,,96594119.66666667,100496426.42051376,100728174.33333333,95627726.67391543,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,101491703,7,3,2021,198866179.0,0.0,89198148.0,90481765.0,,96021442.33333333,99608520.20125833,96521717.16666667,89472220.21151116,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,7,3,2021,86506344.0,198866179.0,0.0,0.0,0.0,95124174.33333333,99712785.2246421,95859147.0,89540587.03182948,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0,8,3,2021,0.0,86506344.0,198866179.0,200584211.0,217240039.0,95124174.33333333,99712785.2246421,95859147.0,89540587.03182948,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,198551849,8,3,2021,0.0,0.0,86506344.0,89198148.0,86758077.0,28835448.0,49944460.99501055,62428445.166666664,79502892.66859572,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,98711119,8,3,2021,198055118.0,0.0,0.0,0.0,0.0,66018372.666666664,114347175.69168314,80571273.5,97269269.33809002,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0,8,3,2021,85573296.0,198055118.0,0.0,198866179.0,224104922.0,94542804.66666667,99331749.7368769,94833489.5,89016154.79464866,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,0,9,3,2021,0.0,85573296.0,198055118.0,86506344.0,90481765.0,94542804.66666667,99331749.7368769,61689126.333333336,78991995.113333,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,263345442,9,3,2021,0.0,0.0,85573296.0,0.0,0.0,28524432.0,49405765.48104369,47271402.333333336,81413888.10631551,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,125474261,9,3,2021,244869922.0,0.0,0.0,0.0,200584211.0,81623307.33333333,141375715.38314268,88083056.0,109506300.21034297,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,0,9,3,2021,108956219.0,244869922.0,0.0,198055118.0,89198148.0,117942047.0,122682021.92540565,106242425.83333333,100654495.01304111,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,0,10,4,2021,0.0,108956219.0,244869922.0,85573296.0,0.0,117942047.0,122682021.92540564,73233239.5,96929748.93331717,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,224106979,10,4,2021,0.0,0.0,108956219.0,0.0,198866179.0,36318739.666666664,62905902.3695339,58971023.5,100962613.55891767,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,92284359,10,4,2021,196754472.0,0.0,0.0,0.0,86506344.0,65584824.0,113596247.37346272,91763435.5,109564492.46218856,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,0,11,4,2021,92826055.0,196754472.0,0.0,244869922.0,0.0,96526842.33333333,98429428.6946979,107234444.66666667,100166240.18112437,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,224609232,11,4,2021,0.0,92826055.0,196754472.0,108956219.0,0.0,96526842.33333333,98429428.6946979,66422791.0,80905541.72893186,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,103348857,11,4,2021,216737510.0,0.0,92826055.0,0.0,198055118.0,103187855.0,108739653.4603639,84386339.5,101565566.22655766,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
