iter	MAE
599	27144116.36
600	27138258.16
601	27131054.99
602	27122694.52
603	27112449.69
604	27105517.84
605	27102230.3
606	27094766.06
607	27081944.75
608	27077879.3
609	27067694.36
610	27057572.27
611	27046329.99
612	27037073.5
613	27029672.26
614	27022766.88
615	27011437.28
616	26995857.65
617	26990278.15
618	26985519.26
619	26979917.51
620	26973113.38
621	26964332.74
622	26960506.29
623	26942849.56
624	26935513.45
625	26928758.84
626	26926105.93
627	26916717.91
628	26909108.93
629	26896617.1
630	26893168.32
631	26878786.1
632	26866043.77
633	26860962.59
634	26856257.2
635	26851657.95
636	26842328.26
637	26831843.69
638	26829126.37
639	26820159.87
640	26817062.54
641	26813190.79
642	26805432.93
643	26803231.46
644	26797224.88
645	26781327.58
646	26778027.21
647	26775400.05
648	26768653.06
649	26758432.56
650	26752761.52
651	26744479.46
652	26733079.15
653	26729976.88
654	26727723.81
655	26714859.64
656	26707215.2
657	26700207.47
658	26692897.41
659	26684509.11
660	26674331.03
661	26666958.93
662	26653789.19
663	26649246.73
664	26642994.97
665	26637166.23
666	26634881.59
667	26628151.7
668	26620121.31
669	26613290.25
670	26609096.92
671	26607756.91
672	26597113.91
673	26595077.01
674	26586092.16
675	26583378.86
676	26573113.82
677	26571467.32
678	26568132.89
679	26559681.2
680	26552357.4
681	26545258.48
682	26539220.09
683	26528127.71
684	26522572.71
685	26513225.04
686	26505464.4
687	26502975.45
688	26494412.6
689	26483518.08
690	26475703.57
691	26473133.24
692	26469221.19
693	26454256.39
694	26446517.31
695	26441108.97
696	26436157.82
697	26433908.98
698	26431247.12
699	26425398
700	26418379.31
701	26414142.84
702	26409078
703	26394357.28
704	26388495.31
705	26385332.86
706	26383194.15
707	26369397.66
708	26364994.94
709	26359469.69
710	26354441.4
711	26344648.9
712	26342575.64
713	26335028.02
714	26330837.57
715	26328483.23
716	26323196.41
717	26318976.88
718	26313924.93
719	26303193.02
720	26297390.82
721	26293933.12
722	26289277.75
723	26284174.62
724	26277203.25
725	26272461.8
726	26268044.55
727	26264022.37
728	26252839.89
729	26248404.29
730	26246163.15
731	26235274.39
732	26223300.34
733	26215056.65
734	26209061.65
735	26195436.25
736	26184942.19
737	26176936.05
738	26165917.59
739	26160362
740	26156465.64
741	26148567.07
742	26140985.35
743	26125378.96
744	26117847.64
745	26109246.65
746	26104761.17
747	26101345.28
748	26092109.71
749	26085505.47
750	26075898.67
751	26066197.47
752	26051985.03
753	26048346.9
754	26034959.66
755	26029842.26
756	26012456.02
757	26008928.98
758	25998198.15
759	25993013.59
760	25987300.99
761	25983426.13
762	25978990.8
763	25971564.91
764	25962690.1
765	25946223.58
766	25942329.73
767	25939384.39
768	25933767.78
769	25930319.43
770	25919243.7
771	25915166.49
772	25908713.86
773	25901562.66
774	25898237.57
775	25885656.23
776	25876815.5
777	25872100.89
778	25859826.37
779	25856944.83
780	25850530.17
781	25845821.7
782	25841123.99
783	25834846.43
784	25824327.85
785	25811282.83
786	25807342.2
787	25801327.61
788	25797051.12
789	25794152.79
790	25788923.46
791	25785844.09
792	25784105.1
793	25771319.97
794	25766031.85
795	25759192.53
796	25750586.24
797	25745466.1
798	25730764.3
799	25727898.53
800	25715395.28
801	25708662.51
802	25699933.36
803	25693717.07
804	25684725.4
805	25675147.71
806	25672080.23
807	25665316.26
808	25655851.1
809	25643237.18
810	25640424.52
811	25634315.55
812	25625075.65
813	25618104.33
814	25614463.85
815	25610007.01
816	25608838.65
817	25608259.51
818	25602677.47
819	25598555.44
820	25593792.32
821	25588365.05
822	25585241.95
823	25574220.4
824	25572781.9
825	25565150.55
826	25553880.81
827	25552464.56
828	25545910.39
829	25543049.46
830	25537287.34
831	25529478.22
832	25520136.24
833	25507666.29
834	25505673.8
835	25501787.2
836	25493161.5
837	25486961.09
838	25485042.29
839	25482187.71
840	25479706.61
841	25475925.26
842	25474136.22
843	25467803.65
844	25461035.95
845	25455620.46
846	25453327.18
847	25448634.04
848	25442889.43
849	25438560.13
850	25431019.71
851	25419159.29
852	25415103.69
853	25413659.4
854	25410205.13
855	25402931.78
856	25392503.69
857	25387054.52
858	25383805.16
859	25377719.22
860	25370865.03
861	25366103.88
862	25361385.07
863	25356195.89
864	25352808.32
865	25344326.72
866	25339069.48
867	25328688.44
868	25320836.76
869	25317226.64
870	25312059.04
871	25298377.46
872	25295008.51
873	25287059.86
874	25285121.44
875	25279293.98
876	25271640.5
877	25267168.32
878	25256224.42
879	25249511.86
880	25241044.89
881	25232766.38
882	25223734.09
883	25218408.54
884	25216996.45
885	25215915.29
886	25215273.52
887	25206281.26
888	25205669.7
889	25203235.29
890	25198693.08
891	25193813.55
892	25188962.37
893	25182709.09
894	25174277.04
895	25170023.75
896	25166031.95
897	25160525.91
898	25154914.38
899	25151011.53
900	25147321.53
901	25140784.07
902	25136021.71
903	25132003.92
904	25130579.54
905	25126909.55
906	25124556.23
907	25118417.94
908	25110012.06
909	25105056.45
910	25099392.09
911	25092907.45
912	25082298.86
913	25079918.52
914	25076931.44
915	25066540.87
916	25063817.07
917	25059273.03
918	25051094.56
919	25044205.22
920	25039373.94
921	25036085.94
922	25031056.58
923	25019734.45
924	25014678.57
925	25006267.75
926	24997997.52
927	24994177.78
928	24978696.08
929	24977137.85
930	24975626.47
931	24972514.47
932	24970779.57
933	24965074.01
934	24963427.34
935	24962704.23
936	24959505.83
937	24955931.55
938	24948317.9
939	24942820.24
940	24940739.77
941	24930844.5
942	24925036.61
943	24921294.69
944	24918518.06
945	24912409.22
946	24911186.07
947	24906382.6
948	24899872.64
949	24895126.52
950	24891557.57
951	24890576.92
952	24885405.76
953	24880836.95
954	24874847.28
955	24873809.59
956	24871239.98
957	24865017.95
958	24861187.35
959	24855790.04
960	24851407.46
961	24841119.96
962	24833979.43
963	24828913.41
964	24822004.7
965	24817112.07
966	24811546.23
967	24800275.27
968	24791209.79
969	24784106.89
970	24782179.54
971	24776569.65
972	24770955.8
973	24761148.32
974	24749094.44
975	24743569.97
976	24738323.32
977	24735756.85
978	24730357.73
979	24728122.98
980	24726368.29
981	24722504.83
982	24716374.58
983	24712784.02
984	24704076.05
985	24698860.78
986	24694901.16
987	24687057.95
988	24685974.6
989	24685341.67
990	24682907.49
991	24681479.84
992	24678112.96
993	24674324.09
994	24669625.29
995	24663620.08
996	24660800.57
997	24655093.6
998	24649713.93
999	24647534.34
